HCHO_Amount,Present_Date
0.000257059338242,2019-05-10
0.0002004889109836,2019-05-11
0.0001098424870683,2019-05-12
0.0002129034585429,2019-05-13
0.0001720079728961,2019-05-14
0.0002664730031546,2019-05-15
0.000201612771683,2019-05-16
0.0002884037766731,2019-05-17
0.0001177087880293,2019-05-18
0.0001160009060384,2019-05-19
0.0001336881023634,2019-05-20
0.0002208001227715,2019-05-21
0.0003105529374545,2019-05-23
0.0001747951545193,2019-05-25
0.0001548687249192,2019-05-26
0.0001654224296495,2019-05-27
0.0001982629083403,2019-05-28
0.0003091327174433,2019-05-29
0.0002074993984133,2019-05-30
0.0002010744889855,2019-05-31
0.0001620855774003,2019-06-01
0.0002011201633782,2019-06-02
0.000251481226227,2019-06-03
0.0001980974619026,2019-06-04
0.0002146064898484,2019-06-05
0.0001936430479641,2019-06-06
0.0002007570846963,2019-06-07
0.0002396215399985,2019-06-08
0.00020626461893,2019-06-09
0.0001993399340494,2019-06-11
6.053496474230479e-05,2019-06-12
0.0002245152867965,2019-06-13
0.0001245266181147,2019-06-14
0.000196375949274,2019-06-15
0.0001445406571932,2019-06-16
9.443249258390602e-05,2019-06-17
0.0001521346246326,2019-06-18
0.0001972398441497,2019-06-19
0.0001846460877422,2019-06-20
0.0001257577767141,2019-06-21
0.0001914609759805,2019-06-23
0.0001457232699014,2019-06-24
7.372090402977676e-05,2019-06-25
0.0002596372495061,2019-06-26
0.0001779194617772,2019-06-27
0.000231226423795,2019-06-28
0.0001812523492576,2019-06-29
0.0001883885471587,2019-06-30
0.0002023344533868,2019-07-01
9.121370706522813e-05,2019-07-02
0.0001753343888387,2019-07-04
0.0001420256129706,2019-07-05
0.0002116970966375,2019-07-06
0.0001988289947686,2019-07-07
0.0001030618713161,2019-07-08
0.0001884595836817,2019-07-10
0.0001975782280741,2019-07-11
0.0001594655264437,2019-07-12
0.0001976478337366,2019-07-13
0.000336220866302,2019-07-14
0.0001116612273619,2019-07-16
9.440945635086574e-05,2019-07-17
5.3007591732085154e-05,2019-07-18
6.854623574559979e-05,2019-07-19
0.0002918239666354,2019-07-21
0.0001421583182389,2019-07-23
0.0001371408573407,2019-07-24
7.947482663439587e-05,2019-07-25
0.0002606689476769,2019-07-26
0.0002823855014415,2019-07-27
0.0002140706098285,2019-07-28
0.0002902694324825,2019-07-29
0.0001690657406119,2019-07-30
0.0001755234582795,2019-07-31
0.0001334335101567,2019-08-01
0.0001710392138943,2019-08-02
0.0002770476275012,2019-08-03
0.0001543679284341,2019-08-05
0.0001381167840436,2019-08-06
0.0002323583030374,2019-08-09
0.0001648720874987,2019-08-11
0.0001697566086455,2019-08-12
0.0001617107501685,2019-08-14
8.127829567496318e-05,2019-08-15
9.694880280715724e-05,2019-08-18
0.0001231442282225,2019-08-19
0.0001072038762765,2019-08-20
0.000223914074013,2019-08-21
0.0002405474568099,2019-08-25
3.879817156439453e-05,2019-08-27
4.685654324449213e-05,2019-08-28
0.0001017635807711,2019-08-30
0.0001199569514245,2019-08-31
0.0002193736930364,2019-09-03
7.061158198466546e-05,2019-09-05
0.0002029469269085,2019-09-06
0.000227267915019,2019-09-07
0.0001980222193968,2019-09-08
0.0002873941513638,2019-09-09
0.0002143623039833,2019-09-10
0.0001777206364852,2019-09-13
0.0001758298338639,2019-09-14
3.679960787562356e-05,2019-09-16
6.794723518060958e-05,2019-09-17
7.855116824171623e-05,2019-09-18
5.966607426039956e-05,2019-09-20
6.035665491112147e-05,2019-09-21
0.0001476935969498,2019-09-29
0.0001354187261313,2019-09-30
0.0001013253568089,2019-10-01
3.625866611442237e-05,2019-10-02
4.547032960960256e-05,2019-10-04
0.0001850499321187,2019-10-05
8.042740955715999e-05,2019-10-06
1.9520575982471997e-05,2019-10-07
9.107848870812606e-05,2019-10-08
4.460671594527965e-05,2019-10-09
0.0001980625810632,2019-10-10
6.69268465455332e-05,2019-10-12
8.33783504916071e-05,2019-10-13
7.405227428003269e-05,2019-10-17
4.203095464153636e-05,2019-10-22
7.961665078926478e-05,2019-11-01
7.301303441877131e-05,2019-11-02
0.0001025767658446,2019-11-04
5.952412593517619e-05,2019-11-05
0.0001244564848621,2019-11-06
0.0001137354925625,2019-11-07
7.8603618761754e-05,2019-11-11
1.1670059962981136e-05,2019-11-12
9.017052121765264e-05,2019-11-13
4.494364215642581e-05,2019-11-14
7.223729487439374e-05,2019-11-16
3.7091107515152544e-05,2019-11-17
0.0001103087745437,2019-11-18
8.99974333677621e-06,2019-11-19
9.806883275501884e-06,2019-11-21
0.0001638255012534,2019-12-01
4.527902726942165e-05,2019-12-06
1.824442407894158e-05,2019-12-12
0.0001733404594727,2019-12-13
0.0001214041228488,2019-12-14
0.0001236924520403,2019-12-16
2.2194257638252324e-05,2019-12-23
2.1176527417353892e-05,2019-12-24
0.0001555813232877,2019-12-25
6.64940718992127e-05,2019-12-27
8.053915245153277e-05,2019-12-28
5.587984313944631e-05,2019-12-30
9.034290529466052e-05,2020-01-01
0.0001002457589729,2020-01-03
3.286016579496975e-05,2020-01-04
3.071760518502251e-05,2020-01-05
4.286209778128145e-05,2020-01-08
5.750193863655609e-05,2020-01-09
0.0001446769434324,2020-01-10
4.9088348810138415e-05,2020-01-12
5.641005532275563e-05,2020-01-13
2.0383452845553944e-05,2020-01-14
0.0001958479692669,2020-01-15
0.000238841770169,2020-01-16
1.5958878447645566e-05,2020-01-19
9.612233952793758e-06,2020-01-23
7.44683138271029e-05,2020-01-24
6.006358222640914e-06,2020-01-25
5.19873079894593e-05,2020-01-26
8.374860540961439e-05,2020-01-28
3.1758298437023246e-05,2020-01-29
0.000177316703707,2020-01-30
8.111505017887429e-05,2020-01-31
0.0001275456630456,2020-02-01
0.0001045692780518,2020-02-02
4.360020830063149e-05,2020-02-03
4.093062281698901e-05,2020-02-06
7.834578352812168e-05,2020-02-07
7.095446915914204e-05,2020-02-08
8.279895583324826e-05,2020-02-09
3.258561612314903e-05,2020-02-10
8.469118547655709e-05,2020-02-11
0.0002192167207177,2020-02-15
0.0001738607243169,2020-02-16
6.738023361729804e-05,2020-02-17
7.764632267534397e-05,2020-02-18
9.705933981630156e-05,2020-02-19
2.3705826643229587e-05,2020-02-24
0.0001556920124053,2020-02-27
0.0001329402190532,2020-03-01
0.000129308743732,2020-03-02
0.0001848547757802,2020-03-03
0.000184690133693,2020-03-04
0.0003363731704373,2020-03-05
5.330940064654864e-05,2020-03-08
6.82279003338169e-05,2020-03-09
0.0001248023761577,2020-03-10
0.0001248777646536,2020-03-11
0.0002353223210593,2020-03-13
3.582159084664173e-05,2020-03-14
6.545394717250019e-05,2020-03-16
8.431029709754512e-05,2020-03-18
0.0001276758152656,2020-03-19
6.928370223774921e-05,2020-03-20
0.0001565599487978,2020-03-21
0.0001884498160819,2020-03-22
0.0001656312610936,2020-03-23
9.164952701908358e-05,2020-03-24
0.0001526157196283,2020-03-25
0.0002186464541692,2020-03-26
0.0001317307401491,2020-03-27
6.423275634403234e-05,2020-03-28
0.0001418242076792,2020-03-29
0.0001390404609748,2020-03-30
0.0002099940170326,2020-04-01
0.000152358837902,2020-04-02
9.474364346449804e-05,2020-04-03
0.0002426330736043,2020-04-05
5.8225573512687094e-05,2020-04-06
0.0001062592640366,2020-04-07
0.0002072563263751,2020-04-08
0.0001874333323758,2020-04-09
0.000201808368208,2020-04-10
0.0001063412346534,2020-04-11
0.0001066438489942,2020-04-13
7.197404181715132e-05,2020-04-15
9.554154991105912e-05,2020-04-17
5.243860177530103e-05,2020-04-18
0.0002623555580237,2020-04-20
9.074692903327894e-05,2020-04-21
0.0002929819587795,2020-04-24
0.0001028752481266,2020-04-25
0.0002424737181477,2020-04-26
0.0002225938827272,2020-04-27
0.0001115760017718,2020-04-29
0.0001334557443908,2020-04-30
0.0002303620272833,2020-05-01
0.0001183380002344,2020-05-03
0.000189740166654,2020-05-05
0.0001975178556425,2020-05-07
3.946896660289914e-05,2020-05-08
0.0002397835620839,2020-05-09
0.0001712400589183,2020-05-10
8.120374744529855e-05,2020-05-11
2.8315683298340153e-05,2020-05-14
0.0001572533347561,2020-05-15
0.0002433840872537,2020-05-17
0.0001768808920934,2020-05-20
0.0001885073321254,2020-05-21
0.0001088635679622,2020-05-22
7.625441184520259e-05,2020-05-23
0.0001076155101142,2020-05-24
0.0002168448480327,2020-05-26
0.0001121724778957,2020-05-28
0.0001301384771694,2020-05-30
0.0001167776480883,2020-06-01
0.0002132776312111,2020-06-02
0.0001826095314686,2020-06-03
0.0001289793621539,2020-06-04
8.487577224364211e-05,2020-06-05
0.0001544625886797,2020-06-07
7.788785326075869e-05,2020-06-09
0.0001845606892772,2020-06-10
0.0001241180255925,2020-06-13
0.0001327978281076,2020-06-14
0.0001718309315453,2020-06-15
0.0001962688222185,2020-06-16
0.0001097679227923,2020-06-17
0.0001935549995856,2020-06-18
9.696947364222372e-05,2020-06-19
5.175335096376786e-05,2020-06-20
7.857945020449575e-05,2020-06-22
0.0001972753672081,2020-06-24
0.0002396779781662,2020-06-25
3.076221298059416e-05,2020-06-27
5.844839255170251e-05,2020-06-28
9.030847176585064e-05,2020-06-29
0.0002463645834544,2020-06-30
0.0002076354156992,2020-07-02
0.0002296398570177,2020-07-04
0.0001048803273274,2020-07-05
0.0002118758135161,2020-07-06
0.0001489326523148,2020-07-07
9.8566108454983e-05,2020-07-09
0.0003066832134006,2020-07-10
0.000113621385385,2020-07-12
0.0002085770419565,2020-07-13
0.0001361865001512,2020-07-14
4.177796057257493e-05,2020-07-17
5.023416296985129e-05,2020-07-18
8.774661446167934e-05,2020-07-20
0.0001577438751808,2020-07-22
6.339939942132575e-05,2020-07-24
5.988289440422733e-06,2020-07-31
5.5824369804800686e-05,2020-08-04
7.130066476400602e-05,2020-08-08
0.0002093757655462,2020-08-10
7.704421320033986e-05,2020-08-11
0.0001234200010392,2020-08-12
0.0001656748442621,2020-08-13
0.0002728599042991,2020-08-14
5.462574876116208e-06,2020-08-15
0.0002491717402681,2020-08-16
0.0001682038731519,2020-08-17
0.0001388418128911,2020-08-18
0.0001725601862205,2020-08-19
0.0001608252427725,2020-08-20
0.0002908080311183,2020-08-21
0.0001752171523025,2020-08-22
8.666643526118393e-05,2020-08-23
8.93769864376209e-05,2020-08-24
0.0001305039967599,2020-08-25
0.0001977095681468,2020-08-26
0.0001583915881858,2020-08-27
0.000140632520392,2020-08-29
0.0001741839398906,2020-08-31
0.0001417806800273,2020-09-04
7.664011408987226e-05,2020-09-08
7.425107530184038e-05,2020-09-09
7.790990113336982e-05,2020-09-15
9.721515637639364e-05,2020-09-16
0.0001508165585932,2020-09-20
8.680864989165229e-05,2020-09-21
0.0001286035110503,2020-09-23
0.0002371870368791,2020-09-27
2.038872033639668e-05,2020-09-28
0.0002009811524242,2020-10-01
0.0002456698189928,2020-10-02
0.0001905453554194,2020-10-03
9.65941229705195e-05,2020-10-04
2.415971041037116e-05,2020-10-05
0.0001013842797799,2020-10-06
0.0001277256527615,2020-10-08
4.391156484585428e-05,2020-10-10
9.276843653160504e-05,2020-10-11
0.0001223886057634,2020-10-12
0.0002017037132798,2020-10-13
7.15463317516803e-05,2020-10-16
0.0002248542429094,2020-10-17
0.0003439380674439,2020-10-18
0.0001299808546556,2020-10-20
0.0001622780122468,2020-10-21
0.0001000547036166,2020-10-22
0.000208711010751,2020-10-23
0.0001455256672944,2020-10-24
0.0002804123632735,2020-10-26
0.0002511001237228,2020-10-27
0.0002724168001946,2020-10-28
0.0002236368469443,2020-10-29
0.0001204451903239,2020-10-30
7.480920438191483e-05,2020-11-01
9.26038665719948e-05,2020-11-02
8.360731414200298e-05,2020-11-03
3.0117093656769e-05,2020-11-08
0.000164141629354,2020-11-13
3.328275170136594e-05,2020-11-18
0.0001736966885571,2020-11-26
1.7957692345613783e-05,2020-11-28
0.0001503693084375,2020-12-05
0.0001864159076759,2020-12-06
8.465839116738584e-05,2020-12-07
4.967716935950935e-05,2020-12-09
0.0001293030934587,2020-12-10
0.0001201134617694,2020-12-11
3.0035361552427384e-05,2020-12-14
8.7017288155401e-05,2020-12-15
2.379622334407817e-05,2020-12-16
5.7881967243906006e-05,2020-12-17
3.3378382667116505e-05,2020-12-27
0.0001881341791688,2021-01-06
6.621492873246664e-05,2021-01-20
3.227796510383957e-05,2021-01-21
0.0001157936673969,2021-01-22
0.0001244751896995,2021-01-23
5.365992496534062e-05,2021-01-25
5.3503339371218606e-05,2021-01-26
6.691648343598091e-05,2021-02-11
6.809713952855691e-06,2021-02-12
0.0001259420046437,2021-02-13
8.63533072882196e-05,2021-02-15
0.0001651139012838,2021-02-16
0.0001626691299386,2021-02-17
8.406814227895799e-05,2021-02-18
9.652368565527972e-05,2021-02-22
1.1369377178991076e-05,2021-02-23
0.0001914154391299,2021-02-24
9.449054306885772e-05,2021-02-25
9.088989114653707e-05,2021-02-26
2.804716301831581e-05,2021-02-27
0.0002029346029776,2021-02-28
0.0001450662460377,2021-03-01
8.032620538368782e-05,2021-03-04
0.0001108750134148,2021-03-06
0.000219129930537,2021-03-07
3.464259617263819e-05,2021-03-09
4.628945014408911e-05,2021-03-12
6.998884854245248e-05,2021-03-13
0.000123378657417,2021-03-15
3.4061457303586686e-05,2021-03-16
0.0003646058886863,2021-03-17
0.0001059038765324,2021-03-20
0.0001015542054058,2021-03-21
2.389865923652797e-05,2021-03-22
0.0001992265616084,2021-03-23
0.0001754308141543,2021-03-29
0.000169861457447,2021-03-30
0.0002113946286778,2021-03-31
0.0002729942097882,2021-04-01
0.0002412283585137,2021-04-02
0.000164876277309,2021-04-03
0.0002305064224007,2021-04-04
0.0001629821150255,2021-04-05
0.0001448128302136,2021-04-06
0.0001032645071811,2021-04-07
0.0001430188814716,2021-04-08
0.0001066339858174,2021-04-11
0.0001297741078952,2021-04-12
0.0001046639044642,2021-04-16
7.468271368444817e-05,2021-04-17
0.0001409110087682,2021-04-18
0.0001346721356058,2021-04-19
0.0001622564606393,2021-04-20
0.0002092239092228,2021-04-21
0.0001616603740423,2021-04-22
0.000122402555023,2021-04-23
0.0001927233781087,2021-04-24
0.0001290401398434,2021-04-25
0.0001297217185554,2021-04-26
0.0001335632388942,2021-04-28
2.0760865922380303e-05,2021-04-29
0.0001625299688575,2021-05-02
0.0002212975768837,2021-05-03
0.0001003934464635,2021-05-06
0.0001932448510783,2021-05-08
9.268295984519952e-05,2021-05-09
0.000354432924956,2021-05-10
0.0001047650185403,2021-05-16
2.7650050588100547e-05,2021-05-17
0.0003162460874172,2021-05-18
0.0001563933816169,2021-05-24
9.704217782009685e-05,2021-05-25
0.0001138825751438,2021-05-28
0.0001115677262765,2021-05-30
7.099799240152715e-05,2021-05-31
0.0001502818453207,2021-06-01
0.0002000518564317,2021-06-02
0.0001065260680361,2021-06-03
0.0002456814003064,2021-06-10
0.0002420240690817,2021-06-11
0.0001564910362352,2021-06-12
0.0001053908739087,2021-06-13
1.4612316831653268e-07,2021-06-14
0.0001204161511441,2021-06-15
0.0001318881386511,2021-06-16
8.304077812679794e-05,2021-06-17
0.0001258121588234,2021-06-18
0.0001361597162662,2021-06-19
0.0002301566775437,2021-06-20
0.0001556369214238,2021-06-21
0.0001636225592472,2021-06-22
8.570784034388947e-05,2021-06-24
0.0001253605663883,2021-06-25
0.0002538226609178,2021-06-26
0.0001492027791237,2021-06-27
0.0001870223466265,2021-06-28
0.0001093124098957,2021-06-29
1.816314989804705e-05,2021-06-30
0.0001820323982554,2021-07-01
0.0002415965206854,2021-07-02
0.0002784575026224,2021-07-04
0.0001067551434257,2021-07-07
0.0002717396149915,2021-07-13
0.0002244356517897,2021-07-18
0.0001515591860718,2021-07-19
0.0001469728531897,2021-07-20
0.0001047573352889,2021-07-27
0.0001737191335419,2021-07-28
7.138556210151739e-05,2021-07-29
0.000101163667024,2021-07-30
0.0001450450318195,2021-07-31
0.0001329182152811,2021-08-01
0.0001989767691073,2021-08-02
0.0001438420569821,2021-08-03
7.154765580753345e-05,2021-08-05
0.0001892038641285,2021-08-06
0.0001788192221134,2021-08-07
0.0001535239369445,2021-08-12
0.000191031122896,2021-08-16
0.0001781197692524,2021-08-17
3.511362492740645e-05,2021-08-18
0.0001901061088486,2021-08-19
0.0001107561562646,2021-08-23
0.0002323039764525,2021-08-24
0.0001808735442603,2021-08-26
7.489455488605306e-05,2021-08-29
0.0001551805578746,2021-08-31
6.676890262375307e-05,2021-09-01
0.0001702305753474,2021-09-08
0.0001635801503367,2021-09-09
0.0001460049808564,2021-09-10
0.0001554478830395,2021-09-11
0.0001566323893552,2021-09-12
0.0001769210462736,2021-09-13
0.0003300648125773,2021-09-15
7.277062198236776e-05,2021-09-18
0.0003052079512772,2021-09-21
3.931641924261044e-05,2021-09-22
0.000211572236028,2021-09-25
5.197426766372107e-05,2021-09-27
0.0001349937092351,2021-09-29
8.39191770622227e-05,2021-10-06
0.0001462468892392,2021-10-07
0.0001084901107749,2021-10-08
0.0001098390676453,2021-10-09
0.0001981615565131,2021-10-10
0.0001550471875576,2021-10-13
0.0001501308000618,2021-10-14
8.043227592023999e-05,2021-10-15
5.215875647537545e-05,2021-10-17
0.0001151530567175,2021-10-18
9.647157509748364e-05,2021-10-22
0.0001675341671378,2021-10-24
8.478281300771012e-05,2021-10-25
0.0002193890021537,2021-10-26
0.0003285122513092,2021-10-27
0.0001081551188502,2021-10-31
0.0001600932267434,2021-11-06
3.0349870189091625e-05,2021-11-10
8.007226529628584e-05,2021-11-18
6.044825066911445e-05,2021-11-20
0.0001255693169355,2021-11-21
0.0001968079463383,2021-11-26
0.0001142243118633,2021-11-27
0.0001877162604441,2021-11-28
5.612014719289699e-05,2021-12-01
0.0001661489983942,2021-12-02
0.000150050576238,2021-12-03
0.0001288660540604,2021-12-05
3.4170409967666125e-05,2021-12-06
0.0001407085732504,2021-12-07
3.20092777973345e-05,2021-12-09
9.629240240203887e-05,2021-12-11
1.334737332348892e-05,2021-12-16
3.829852517229776e-05,2021-12-17
9.010695077407996e-05,2021-12-18
2.7571358908826725e-05,2021-12-19
2.77134981627186e-05,2021-12-20
6.890564438402295e-05,2021-12-22
8.469703632463418e-05,2021-12-23
0.000103078525632,2021-12-25
3.0851154304230593e-05,2021-12-26
3.5908986180593604e-05,2021-12-27
2.491021375250144e-05,2021-12-29
0.0001232948475055,2021-12-30
5.742851401660482e-05,2022-01-13
0.0001294419381111,2022-01-14
3.907365867448054e-05,2022-01-15
0.0002376174824031,2022-01-19
0.0001326319155172,2022-01-21
0.0001794230674463,2022-01-22
8.412521659331254e-05,2022-01-23
0.0002326818946057,2022-01-24
0.0002099597363527,2022-01-25
6.107487274713773e-05,2022-01-26
3.789894896809139e-05,2022-01-28
0.000124244834961,2022-01-29
8.119006984543763e-05,2022-01-30
0.0001029927741867,2022-02-01
0.0001628499744123,2022-02-03
0.0002358167217294,2022-02-04
0.0001118640632385,2022-02-05
0.0001123039169357,2022-02-06
4.793761920037975e-05,2022-02-09
0.0001465204868003,2022-02-10
0.0002352809638766,2022-02-15
0.000148720259295,2022-02-16
5.746163894600296e-05,2022-02-17
0.0001074017295259,2022-02-20
0.0001186197066515,2022-02-21
0.0002358494800091,2022-02-22
0.0001330033250583,2022-02-27
8.208431939115771e-05,2022-02-28
0.0001000116003554,2022-03-06
4.988848016617349e-05,2022-03-08
9.5677355513472e-05,2022-03-09
2.166465297883114e-05,2022-03-10
6.035951798967552e-05,2022-03-11
3.306949904638597e-06,2022-03-12
1.245432806618375e-05,2022-03-13
0.0002237624382332,2022-03-14
0.0001972058367146,2022-03-19
0.000230412959649,2022-03-20
0.0001276316023894,2022-03-22
4.720987447887185e-05,2022-03-23
0.0001703264531614,2022-03-24
0.0002169561485166,2022-03-25
9.688271680902353e-05,2022-03-26
0.0001103898080965,2022-03-27
2.4146558624289058e-05,2022-03-28
0.0001853205842944,2022-03-29
0.0001083465444516,2022-03-30
0.0001034168669203,2022-03-31
0.0001546242942771,2022-04-01
9.973202110753912e-05,2022-04-03
6.933834462065977e-05,2022-04-04
4.854575288822801e-05,2022-04-05
0.0001169672921663,2022-04-07
0.0002337129740092,2022-04-09
9.799177696568956e-05,2022-04-15
0.0001300622257562,2022-04-16
0.0001577144275662,2022-04-19
0.0001045685802092,2022-04-20
0.0001620935543707,2022-04-21
4.8331475526405384e-05,2022-04-24
6.699135153564469e-05,2022-04-25
0.0001680981578776,2022-04-30
0.0001716319285998,2022-05-01
0.000153941952826,2022-05-02
0.0001178873165119,2022-05-04
0.000336141818107,2022-05-05
8.519768010760423e-05,2022-05-06
0.0002533713233931,2022-05-07
0.0002615822902087,2022-05-09
0.0003260537352045,2022-05-10
0.0001853987453654,2022-05-11
0.0001471338287625,2022-05-13
7.849313216053559e-05,2022-05-16
0.0001782288875125,2022-05-17
0.0002316775954493,2022-05-22
0.0001570958527437,2022-05-23
0.0001079426075949,2022-05-25
0.0002552215786235,2022-05-27
0.0001120476827857,2022-05-28
0.0003727297727858,2022-05-29
0.0001384593117549,2022-06-01
0.0001899497755579,2022-06-02
0.000154430664195,2022-06-03
0.0001355431669568,2022-06-04
0.0001511694026243,2022-06-05
6.128548970426238e-05,2022-06-08
0.0001035015010667,2022-06-09
0.0001361726816509,2022-06-10
0.0001668774121773,2022-06-12
4.762407485519899e-05,2022-06-13
1.223302247733631e-05,2022-06-14
9.433055180679496e-05,2022-06-18
0.0001079864813857,2022-06-19
0.0001567932746961,2022-06-20
0.0003269035083558,2022-06-21
0.0001270743896241,2022-06-22
0.0001922014131318,2022-06-23
4.768660969790184e-05,2022-06-24
9.226980633505304e-05,2022-06-25
0.0001320930264031,2022-06-26
0.0001858326231719,2022-06-27
0.0002148847053817,2022-06-28
0.000279796277381,2022-06-29
0.0001057316811367,2022-06-30
0.0001775011462612,2022-07-01
0.0002230883299341,2022-07-03
0.0002430080421285,2022-07-04
0.0001861318295872,2022-07-07
0.0001675389009869,2022-07-08
0.0001399225574384,2022-07-09
0.0001665130254381,2022-07-12
0.0001564191829386,2022-07-13
0.0001606455341105,2022-07-14
0.0001240808490515,2022-07-15
0.0001263453095549,2022-07-16
7.922314935682241e-05,2022-07-20
5.6299835162175376e-05,2022-07-23
0.0002433013409587,2022-07-25
0.000121634786916,2022-07-26
6.428615959254006e-06,2022-07-27
0.0001128172799206,2022-07-29
0.0003062656273082,2022-07-31
0.0001290827891182,2022-08-01
0.0002543901689705,2022-08-06
0.0001017634395562,2022-08-07
0.0001829580203988,2022-08-08
8.062365705673347e-05,2022-08-09
0.0001610837682542,2022-08-10
2.2865425815258053e-06,2022-08-11
0.0001619384174868,2022-08-12
0.0001503587353576,2022-08-13
0.0001245459857616,2022-08-15
0.0003082326214618,2022-08-16
5.2945067858026587e-05,2022-08-17
0.0001119915697798,2022-08-18
0.0001681839103357,2022-08-19
0.0001013076531289,2022-08-20
6.29574887333676e-05,2022-08-21
0.0001796024235958,2022-08-22
0.0002028333078322,2022-08-23
0.000114355256366,2022-08-24
0.0001683585832344,2022-08-25
0.0003666155993432,2022-08-27
0.0001464442103297,2022-08-28
2.3367889950696655e-05,2022-08-30
0.0001147729833832,2022-09-07
3.9051858740714554e-05,2022-09-08
0.0002730446005315,2022-09-09
5.350097557863378e-05,2022-09-10
0.0001540184275233,2022-09-11
0.0001640793984975,2022-09-12
0.0001930638551392,2022-09-13
6.786710606271234e-05,2022-09-14
0.0001787747159061,2022-09-15
0.0002386492077856,2022-09-16
0.0002231763573087,2022-09-17
0.0002391497194981,2022-09-18
0.0001056099522237,2022-09-20
0.0001441584638045,2022-09-21
0.000180134265529,2022-09-22
0.0002096296985214,2022-09-23
0.0001260005997334,2022-09-24
4.1081816332916035e-05,2022-09-25
0.0002736688401451,2022-09-26
0.0001774220567011,2022-09-27
7.473091992894668e-05,2022-09-28
0.0002376223375043,2022-09-29
0.0001376068250483,2022-10-02
0.0002067781155085,2022-10-03
0.0001246335301755,2022-10-04
6.674386908534818e-05,2022-10-06
0.0001643729105712,2022-10-08
0.0002193730183409,2022-10-09
3.449358466005306e-05,2022-10-13
0.000282090150799,2022-10-14
0.0001844776796976,2022-10-19
0.0001578350670552,2022-10-20
0.0001267392255422,2022-10-23
0.0002098742992258,2022-10-25
0.0002037890986673,2022-10-28
6.325801240601419e-05,2022-10-29
0.000177525772793,2022-10-31
8.213578400522161e-05,2022-11-01
0.0002183766681905,2022-11-04
0.0002652163275385,2022-11-06
9.729362035964554e-05,2022-11-14
6.894515349944049e-05,2022-11-17
9.551900451970456e-05,2022-11-20
0.0001791424780923,2022-11-21
0.0001254390730609,2022-11-22
8.874084220591178e-05,2022-11-23
0.0001742607919161,2022-11-25
0.0002330772546708,2022-11-26
9.664530080675252e-05,2022-11-27
7.582678952409629e-05,2022-11-28
9.087931387600552e-05,2022-11-29
3.4301254109747285e-05,2022-11-30
1.483944081886052e-05,2022-12-04
